targets	response	score
I'm more into Italian cuisine.	[' food yes ', ' cuisine yes ', ' Italian yes ']	[' restaurant yes ', ' cuisine yes ', ' Italian yes ']	0.6571520438155345
Sometimes, but I don't really care about them.	[' movie yes ', ' movie genre unknown ', ' action movies no ']	[' star sign no ']	0.3438004742634086
Not great, I woke up with a headache this morning.	[' wellness no ', ' headache no ']	[' health no ', ' headache no ']	0.6538077400950001
Not really, I don't go to the movies much.	[' movies no ']	[' movie no ']	0.8874147804621596
No, not really.	[' sports no ']	[' books no ']	0.5447183412221704
Not really. I've tried playing PUBG but I didn't really enjoy it.	[' video games yes ', ' PUBG game no ']	[' video games yes ', ' favorite game no ', ' PUBG no ']	0.6576254780874928
Not really, I used to play some when I was younger, but not anymore.	[' gaming no ']	[' video games no ']	0.608041389803155
No, I haven't. What's it like?	[' food yes ', ' restaurant unknown ']	[' entertainment yes ', ' Escape Room yes ']	0.3711808092492373
No, I don't really have the time or space for one right now.	[' pets no ']	[' pets no ']	0.999999977518144
Mostly nonfiction.	[' book yes ', ' book genre yes ', ' nonfiction yes ']	[' books yes ', ' book genre yes ', ' nonfiction yes ']	0.8055290702976508
Her name is Cécile McLorin Salvant, have you heard of her?	[' music yes ', ' jazz artist yes ', ' C\\u00e9cile McLorin Salvant yes ']	[' music yes ', ' singer yes ', ' Cécile McLorin Salvant yes ']	0.7067953919755071
I'm doing well, thanks.	[' greeting yes ']	[' greeting yes ']	0.999999982467886
Oh, yeah? Well, what do you find interesting to watch then?	[' interests unknown ']	[' movie yes ']	0.13628715575482842
I usually watch movies or play video games.	[' entertainment yes ', ' movie or video games yes ']	[' entertainment yes ', ' movies yes ']	0.761066996490283
Yeah, I've heard. By the way, do you like sushi?	[' food yes ', ' sushi unknown ']	[' food yes ', ' sushi yes ']	0.6838784262929831
Not really. I find most movies these days to be pretty formulaic and uninteresting.	[' entertainment yes ', ' movies no ']	[' movies no ']	0.7337232218288281
Yeah, that's cool too. What kind of exercises do you usually do?	[' sport yes ', ' gym exercises yes ']	[' exercise yes ', ' types of exercises unknown ']	0.5151445248442809
Ugh, I hate it. I'm not interested in discussing work right now. Could we switch to something else please?	[' work no ']	[' work no ']	0.9999999899962602
Not really, I'm not really into sports.	[' sport no ']	[' sports no ']	0.8327971571578665
That sounds pretty good. I'm always up for Italian food.	[' food yes ', ' Italian food yes ']	[' food yes ', ' cuisine yes ', ' Italian yes ']	0.7311531189520593
Not really into music, to be honest.	[' music no ']	[' music no ']	0.9999999965634914
No, I'm terrible at it.	[' hobby yes ', ' cooking no ']	[' cooking no ']	0.6696046008715391
Yeah, but I don't think I want to bum myself out with that kind of stuff.	[' documentary no ', ' environment no ']	[' news no ']	0.49140850143178544
I guess so. But at the same time, it's nice to have a group of people you can always rely on.	[' social interaction yes ']	[' friendship yes ']	0.5684503888019203
I like to play video games and read.	[' hobbies yes ', ' video games yes ']	[' video games yes ']	0.70853255514418
It was okay.	[' general unknown ']	[' weekend no ']	0.2271316037313028
I like to listen to true crime and comedy podcasts.	[' podcasts yes ', ' true crime yes ']	[' podcasts yes ', ' true crime yes ']	0.6705548023302434
No, I'm not really into sports.	[' sports yes ', ' none no ']	[' sports no ']	0.7003536817001097
I listen to a lot of different things, but I don't really have any favorites.	[' music no ']	[' music unknown ']	0.631739229501915
I love Mexican food.	[' food yes ', ' cuisine yes ', ' Mexican yes ']	[' food yes ', ' cuisine yes ', ' Mexican yes ']	0.6965878984155923
I don't think documentaries are my cup of tea. Any other movie recommendations?	[' movie yes ']	[' movie yes ', ' movie recommendation unknown ']	0.7778376110387586
I don't really have one. Sorry, I'm not interested in movies.	[' movies or shows no ']	[' movies no ']	0.8690680159199072
I'm not really into raw fish, tbh.	[' food yes ', ' nigiri no ']	[' restaurant yes ', ' food ingredient no ', ' raw fish no ']	0.5306534911698734
Sounds nice. What kind of books do you like to read?	[' books yes ', ' book genre yes ']	[' books yes ', ' book genre unknown ']	0.7413167045347094
Same to you. Have a good day!	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
No, I've never really had the opportunity to travel much.	[' travel no ', ' international travel no ']	[' travel no ']	0.9336491485351104
It has got to be Walter White.	[' TV show yes ', ' character yes ', ' Walter White yes ']	[' entertainment yes ', ' Breaking Bad character yes ', ' Walter White yes ']	0.5796079821141004
No, I haven't. To be honest, I'm not really into movies these days.	[' movie no ']	[' movie no ']	0.9999999796277829
I haven't read anything lately.	[' books no ']	[' book no ']	0.8583480947508343
I really enjoy Italian food.	[' food yes ', ' cuisine yes ', ' Italian yes ']	[' food yes ', ' cuisine yes ', ' Italian yes ']	0.6889942619206483
Not really, I don't watch TV that often.	[' TV shows no ']	[' entertainment no ', ' TV shows no ']	0.7816595526838631
Yeah, there's this trail near my place that leads to a scenic waterfall. It's really beautiful.	[' outdoors yes ', ' hiking trails yes ', ' waterfall trail yes ']	[' hobbies yes ', ' hiking trail yes ', ' waterfall yes ']	0.6068587815363139
No, I haven't. I'm not really interested in hiking.	[' hiking no ']	[' hiking no ']	0.9999999891063938
Yeah, you too. Talk to you later.	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661
Yeah, I like playing basketball sometimes, but I don't really follow professional sports.	[' sports yes ']	[' sports yes ', ' basketball yes ']	0.8646142375919743
I saw a lot of great bands, but my favorite was probably Arctic Monkeys.	[' music yes ', ' bands yes ', ' Arctic Monkeys yes ']	[' music yes ', ' favorite band yes ', ' Arctic Monkeys yes ']	0.6365702354466097
I don't have any pets at the moment.	[' pet no ']	[' pets no ']	0.8601299978387575
Hmm, I'm not really into classical music, but I do like hip hop.	[' music yes ', ' hip hop yes ']	[' music yes ', ' music genre yes ', ' hip hop yes ']	0.7049851992796983
Yeah, it's surprising even to me how much I've been enjoying it.	[' hobbies yes ']	[' education yes ']	0.5066955482142065
No, what's it called?	[' food yes ', ' restaurant yes ', ' new restaurant yes ']	[' food yes ', ' sushi place yes ']	0.7048818467073614
Not really, I'm not a big movie fan.	[' movies no ']	[' movie no ']	0.8874147804621596
Not really, to be honest. I've mostly just been re-watching some of my old favorites. Like The Godfather, that's always a classic.	[' movies yes ', ' The Godfather yes ']	[' movies yes ', ' favorite movies yes ', ' The Godfather yes ']	0.7258348625213205
No, I haven't.	[' food yes ', ' restaurant yes ']	[' food yes ', ' restaurant unknown ']	0.6496799571665115
I love Italian food! Especially pizza.	[' food yes ', ' type of food yes ', ' pizza yes ']	[' food yes ', ' Italian cuisine yes ']	0.7188571580763194
Not really, I prefer to cook at home.	[' food no ']	[' food no ']	0.9999999776546105
Hmm, I'm not really into reading.	[' books no ']	[' books no ']	0.9999999905938901
I don't really have any hobbies. Just watch TV and go to work.	[' hobbies no ', ' TV watching yes ']	[' hobbies no ']	0.6620570863152868
Not really. I don't have much interest in gaming.	[' video games yes   no ']	[' video games no ']	0.9388294801953647
I'm a big fan of metal music! Do you listen to that?	[' music yes ', ' metal yes ']	[' music yes ', ' metal music yes ']	0.8036844345663766
Not really my thing, documentaries tend to be a bit dull.	[' documentary no ', ' climate change no ']	[' documentary no ']	0.6964093029358305
Not really, I just do it for fun. It's a good stress reliever.	[' hobby yes ', ' painting in display no ']	[' outdoor activities yes ', ' hiking yes ']	0.37889260629426585
No, I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033
I really liked France. The food and the sights were amazing.	[' travel yes ', ' country yes ', ' France yes ']	[' travel yes ', ' country yes ', ' France yes ']	0.6906998857237685
That sounds kind of boring to be honest.	[' art no ']	[' TV no ']	0.48918614850933606
Settlers of Catan is pretty fun. But I'm not a big fan of Risk, to be honest.	[' board game yes ', ' Risk no ']	[' board games yes ', ' Risk no ']	0.6059145526062626
Yes, I love Japanese food. What's your favorite dish?	[' food yes ', ' favorite dish unknown ']	[' food yes ', ' Japanese food yes ']	0.5670134560957106
I'm just not interested in that kind of stuff. What about you? Do you like action movies?	[' movie yes ', ' action movies yes ']	[' movie yes ', ' movie genre no ']	0.7955370787598499
Not really. I don't watch sports that often.	[' sports no ', ' teams no ']	[' sports no ', ' sports teams no ']	0.8412375368438675
Not really, I find it boring.	[' hiking no ']	[' reading no ']	0.5194145881736772
I'm not really into soccer.	[' soccer tournament no ']	[' sports yes ', ' soccer no ']	0.6633696915160703
Honestly, I try not to. It's too depressing.	[' politics no ']	[' news no ']	0.553884788770024
Not really, I prefer audiobooks.	[' hobbies yes ', ' books yes ']	[' reading no ', ' audiobooks yes ']	0.49170990893577676
I haven't seen it, but I heard a lot of good things about it.	[' TV show yes ']	[' TV yes ', ' TV show yes ', ' Breaking Bad yes ']	0.7837542357138773
No, what's it called?	[' food yes ', ' restaurant unknown ']	[' food yes ', ' caf\\u00e9 yes ']	0.5207600009320268
I'm not really into reading.	[' book no ']	[' books no ']	0.8583480947508343
No, I haven't. But I would love to go someday.	[' travel yes ', ' country unknown ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.5394561991904389
Yeah, I've been playing a lot of Minecraft for the past week.	[' video games yes ', ' Minecraft yes ']	[' video games yes ', ' game yes ', ' Minecraft yes ']	0.7602760249489029
Oh, really?	[' books yes ', ' fiction yes ']	[' music yes ', ' music genre yes ', ' classical music unknown ']	0.4581928986885838
I enjoy playing video games.	[' hobbies yes ', ' video games yes ']	[' entertainment yes ', ' video games yes ']	0.6281099333814605
Not really, I'm pretty boring.	[' self-description no ']	[' hobbies no ']	0.5467414356661406
Yeah, you too.	[' farewell unknown ']	[' conversation end yes ']	0.21868699361897992
I like to play video games or read.	[' interests yes ', ' calm down yes ', ' video games yes ']	[' entertainment yes ', ' video games yes ']	0.5154047628687156
Actually, I really don't like romantic movies.	[' movies yes ', ' romantic movies no ']	[' movie no ', ' romantic movie no ']	0.7650805137520869
No, I haven't.	[' skydiving no ']	[' entertainment yes ', ' TV shows yes ', ' Black Mirror no ']	0.27566088795980004
No, I haven't.	[' restaurant yes ', ' new restaurant yes ']	[' food yes ', ' restaurant no ']	0.7037067769727077
No, I'm not really interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033
I'm really into heavy metal.	[' music yes ', ' genre yes ', ' heavy metal yes ']	[' music yes ', ' music genre yes ', ' heavy metal yes ']	0.6911166195789767
I'm going to a concert on Saturday. It should be fun.	[' music yes ', ' concert yes ']	[' social yes ', ' music yes ', ' concert yes ']	0.7319224305307459
I'm not really into sci-fi either.	[' TV show no ', ' sci-fi no ']	[' sci-fi no ']	0.7829807586512237
Not really. I've been thinking about maybe trying to learn a new language or something, but I haven't had the time or energy to pursue it yet.	[' hobby no ']	[' hobby yes ', ' learning a new language unknown ']	0.5432447858791982
Sounds boring. No, thanks.	[' education no ', ' coding no ']	[' beach no ']	0.43673455603056405
I guess, but I haven't picked up a book in months.	[' books yes   no ']	[' book no ']	0.7778437244161418
I'm a big fan of horror movies. What about you?	[' movie unknown ', ' movie genre yes ', ' horror yes ']	[' movies yes ', ' movie genre yes ', ' horror movies yes ']	0.7134111157442145
I like listening to pop music.	[' music yes ', ' music genre yes ', ' pop music yes ']	[' music yes ', ' genre yes ', ' pop yes ']	0.7951235044435657
Stranger Things. Have you watched it?	[' TV show yes ', ' TV series name yes ', ' Stranger Things yes ']	[' TV show yes ', ' Stranger Things yes ']	0.7226300916229563
Actually, I'm not much of a reader.	[' books no ']	[' books no ']	0.9999999905938901
Sure, that sounds like a good idea.	[' movies yes ']	[' social yes ', ' meeting for drinks yes ']	0.47220260052619667
Not really, if I'm honest. I much prefer staying at home.	[' travel yes ', ' traveling no ']	[' travel no ']	0.7986600367922001
It's called Whiskey.	[' pet yes ', ' cat name yes ', ' Whiskey yes ']	[' music yes ', ' new band yes ', ' Whiskey yes ']	0.5398571357472535
It's gotta be Tyrion Lannister. What about you?	[' TV series yes ', ' favorite character yes ']	[' TV show yes ', ' TV character yes ', ' Tyrion Lannister yes ']	0.6880891205695565
Not really. I just listen to whatever's popular on the radio. Tbh, I'm not that into music.	[' music yes ', ' genre no ']	[' music no ']	0.7156001613501162
I don't know. It's just funny, I guess. The characters are all ridiculous, but in a good way.	[' TV yes ', ' TV show yes ', ' character yes ']	[' entertainment yes ', ' TV show yes ', ' Office quirkiness yes ']	0.6084634578383828
I usually just relax at home and binge-watch shows on Netflix.	[' TV shows yes ', ' Netflix yes ']	[' entertainment yes ', ' Netflix yes ']	0.6995273965186042
Nope, I'm an only child.	[' family yes ', ' siblings no ']	[' family yes ', ' family members yes ', ' siblings no ']	0.7409339397444568
Not really interested, sorry. What else is new with you?	[' small talk no ']	[' new topic no ']	0.5717241679292212
No, I haven't. Obviously, with the pandemic it's been hard to do much traveling.	[' travel no ', ' pandemic no ']	[' travel no ']	0.7000613532510584
Sorry, I'm not really interested in discussing it.	[' entertainment no ', ' TV shows no ']	[' climate change no ']	0.40993246968830177
Mostly biographies and memoirs.	[' reading yes ', ' book genres yes ', ' biographies yes ']	[' hobbies yes ', ' books yes ', ' biographies and memoirs yes ']	0.6026293777280697
I don't watch much TV either, sorry.	[' TV shows no ']	[' TV shows no ']	0.9999999937532956
Yeah, I love video games.	[' video games yes ']	[' video games yes ']	0.999999982349641
Hmm, I haven't really been into Netflix lately.	[' TV show no ']	[' TV shows no ']	0.9479853235010943
I really don't watch much TV either.	[' TV show yes   no ']	[' TV show no ']	0.945407645121664
Yeah, I can see how they're not for everyone. Do you like sports?	[' sports yes ']	[' sports yes ']	0.999999998908772
Not really, just planning to catch up on some reading.	[' weekend plans no ']	[' book no ']	0.475313162769606
Not really, but thanks for asking! I'll talk to you later.	[' small talk no ']	[' goodbye yes ']	0.31877546146744806
Yeah, I like to play video games and read. How about you?	[' hobbies unknown ']	[' hobbies yes ', ' interests unknown ']	0.69324024233023
No, I haven't been to Europe either. It's just not a priority for me.	[' travel no ']	[' travel yes ', ' Europe travel no ']	0.7573165333769194
Just ran some errands and did some cleaning. How about you?	[' weekend yes ', ' activity unknown ']	[' day yes ', ' activities unknown ']	0.44694356488049386
Maybe I will. Hey, look at the time, I should get going. It was nice talking to you.	[' farewell unknown ']	[' ending conversation yes ']	0.21920667310761677
To be honest, I don't really have any hobbies. I mostly just work and sleep.	[' hobby no ']	[' hobbies no ']	0.8037982415639685
No, not really. To be honest, I don't watch many movies.	[' movie yes ', ' movie review no ']	[' movie no ']	0.807763674824008
Not really. I find books boring.	[' books no ']	[' books no ']	0.9999999905938901
Ah, I'm not really into seafood.	[' food yes ', ' seafood no ']	[' restaurant yes ', ' food type no ']	0.6146835659794949
Absolutely. The plot and character development are superb.	[' TV show yes ', ' review yes ']	[' TV shows yes ', ' opinion yes ']	0.6056866629930786
Not really, just some reality TV.	[' TV no ']	[' TV shows no ', ' reality TV no ']	0.9023050843785485
Not really, sorry.	[' movies no ', ' documentaries no ']	[' book yes ', ' book author no ']	0.3710911574948996
Right now, I'm really into Stranger Things. Have you seen it?	[' TV shows yes ', ' TV show yes ', ' Stranger Things yes ']	[' TV show yes ', ' Stranger Things yes ']	0.7406969195966021
No, I'm not really into that kind of stuff.	[' sports no ', ' extreme sports no ']	[' TV shows no ', ' detective shows no ']	0.46882187002456327
Not really. I've been pretty busy with work.	[' TV shows no ']	[' books no ']	0.47372414973035326
Actually, I'm not a big fan of movies either. I find them a bit boring.	[' movie no ']	[' movies no ']	0.8874147804621596
I like red wine, especially Merlot.	[' food yes ', ' wine preference yes ', ' Merlot yes ']	[' wine yes ', ' red wine yes ', ' Merlot yes ']	0.7334296745955452
No, not really. I get homesick easily.	[' traveling no ']	[' travel no ', ' homesick no ']	0.7026988832611024
No, I'm actually trying to save money right now.	[' food no ']	[' food no ', ' restaurants no ']	0.8578942918085289
I used to, but I don't have much time for it anymore.	[' book no ']	[' video games no ']	0.4360909030875604
Not really.	[' health no ']	[' music no ']	0.5357391712672911
Hmm, I would have to say the Inca Trail in Peru. It was challenging but so incredibly rewarding.	[' outdoor activity yes ', ' Inca Trail yes ']	[' hiking yes ', ' hiking trail yes ', ' Inca Trail yes ']	0.6175059509669926
Okay. What do you usually do on weekends?	[' activity yes ']	[' weekend yes ', ' weekend activity unknown ']	0.5166744002908701
It's a historical fiction novel set in France during WWII. The story follows two sisters as they navigate the challenges of the war.	[' hobby yes ', ' reading yes ', ' The Nightingale yes ']	[' hobbies unknown ', ' book genre yes ', ' historical fiction yes ']	0.405610899063139
Yeah, likewise.	[' conversation yes ', ' ending the conversation yes ']	[' conversation yes ']	0.9182227269359828
Sounds interesting. What kind of food do they serve there?	[' food yes ', ' restaurant cuisine yes ']	[' restaurant yes ', ' food yes ']	0.7830859220078576
What movie?	[' movie yes ', ' movie name unknown ']	[' movie yes ', ' movie title unknown ']	0.7266341714389968
I really like RPGs, so I'd say Final Fantasy VII is probably my favorite.	[' hobbies yes ', ' video games yes ']	[' hobbies yes ', ' video games yes ', ' Final Fantasy VII yes ']	0.6067904649977638
Yeah, I really like comedies like The Office or Parks and Rec. What about you?	[' TV shows unknown ', ' comedy yes ']	[' TV shows yes ', ' favorite TV show yes ', ' The Office yes ']	0.5312755307722188
Not really, I prefer to stay close to home.	[' travel no ']	[' travel no ']	0.9999999872250708
I don't really have one.	[' sports no ', ' basketball player no ']	[' hobbies yes ', ' hobby type no ']	0.3859055552930629
No, I haven't.	[' food yes ', ' restaurant yes ']	[' food yes ', ' restaurant yes ']	0.8297103320085484
No, I haven't. I kind of stopped listening after the Black Album.	[' music yes ', " Metallica's latest album no "]	[' music yes ', ' album no ', ' Bob Dylan unknown ']	0.5549221722527082
No problem.	[' chatting unknown ']	[' conversation yes ']	0.3758195576444112
Not really, just plan to relax and catch up on some sleep.	[' weekend no ']	[' weekend no ']	0.9999999968275949
Nice talking to you too. Have a great day!	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
No, I don't play chess that much.	[' chess no ']	[' chess no ']	0.9999999952540759
I know what you mean. Speaking of time, I should probably get going. I have a lot of errands to run today.	[' daily routine no ']	[' time no ']	0.544684821515662
Well, I really love J.R.R. Tolkien and I recently read a great book by N.K. Jemisin.	[' hobbies yes ', ' reading and writing yes ', ' favorite authors yes ']	[' books yes ', ' author yes ', ' J.R.R. Tolkien yes ']	0.5758434612699931
Not really, I'm not much of a TV watcher.	[' TV no ']	[' TV show no ']	0.9133033138156204
No, I haven't.	[' tax no ']	[' food unknown ', ' Italian restaurant no ']	0.24494107482933203
I really like Thai food.	[' restaurant yes ', ' food cuisine yes ', ' Thai food yes ']	[' restaurant yes ', ' cuisine yes ', ' Thai yes ']	0.7044491432030177
Not really, I've been pretty busy at work.	[' TV shows no ']	[' books no ']	0.47372414973035326
No, to be honest I'm not really into that kind of show.	[' TV yes ', ' Stranger Things no ']	[' TV shows no ', ' Game of Thrones no ']	0.49813748308010874
That's cool. Have you ever traveled to any exotic destinations?	[' travel no ']	[' travel yes ', ' exotic destinations unknown ']	0.5805431372766344
No, not really. It's just not my cup of tea.	[' travel no ', ' reasons for not liking travel no ']	[' music yes ', ' classical music no ']	0.3485181685316765
Sports bore me to death, to be frank.	[' hobby yes ', ' sports no ']	[' sports no ']	0.6605160942033793
Definitely the food. Sushi is amazing over there.	[' travel yes ', ' food yes ', ' sushi yes ']	[' travel yes ', ' food yes ', ' sushi yes ']	0.7084285722504156
No, I haven't been able to travel lately because of work.	[' travel no ']	[' travel no ', ' work no ']	0.82398443093122
