targets	response	precision	recall	f1
Yes, I love it. Nothing beats sleeping under the stars.	[' camping yes ', ' outdoor activities yes ']	[' camping yes ']	0.7789236007903364	0.9999999963629056	0.875724622691841
Not really, I find it kind of boring.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
No, I haven't. I don't really have any interest in traveling right now.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
No, I haven't.	[' games no ']	[' TV show no ']	0.4960448892203444	0.4960448892203444	0.4960448892203444
I try to be mindful of my impact on the environment, but I wouldn't say I'm an activist or anything.	[' environment unknown ']	[' environment no ']	0.6364441583447661	0.6364441583447661	0.6364441583447661
Not really my thing, I already spend too much time in my apartment.	[' travel yes ', ' staycation no ']	[' travel no ']	0.6584205613568141	0.7651217034522461	0.7077722579046583
Oh yeah, I like that one too.	[' virtual reality gaming yes ', ' VR game yes ', ' Beat Saber yes ']	[' video games yes ', ' game genre yes ', ' open-world game yes ']	0.6636845476294505	0.8050320167764844	0.7275567292286014
Right now, I'm really into Call of Duty.	[' hobbies yes ', ' video games yes ', ' Call of Duty yes ']	[' video games yes ', ' favorite game yes ', ' Call of Duty yes ']	0.838210073733704	0.8913733562163285	0.8639746585221776
Not really. I don't have much interest in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I'm not really into that extreme stuff.	[' outdoor activity yes ', ' extreme sports no ']	[' outdoor activity no ', ' extreme sports no ']	0.936260027343174	0.936260027343174	0.936260027343174
I just like to watch movies or read books.	[' movies yes ']	[' movies yes ']	0.9999999931439508	0.9999999931439508	0.9999999931439508
How's work been treating you lately?	[' work no ']	[' work yes ']	0.6771393382669634	0.6771393382669634	0.6771393382669634
No, I haven't.	[' reading yes ', ' Wheel of Time series no ']	[' TV show no ']	0.3888485512253408	0.4732704974441244	0.42692606677201744
I love watching sitcoms like Friends or Seinfeld.	[' movies/TV shows yes ', ' comedy sitcoms yes ']	[' TV shows yes ', ' comedy yes ']	0.8608617591279517	0.8608617591279517	0.8608617591279517
Mostly first-person shooter games like Call of Duty.	[' games yes ', ' video games yes ', ' Call of Duty yes ']	[' video games yes ', ' video game genre yes ', ' Call of Duty yes ']	0.9576080573850971	0.9367249270500162	0.9470513843837768
Mostly action/adventure games like Assassin's Creed or Call of Duty.	[' video games yes ', ' video game genre yes ', " Assassin's Creed yes "]	[' video games yes ', ' game genre yes ', " Assassin's Creed yes "]	0.9752347993579513	0.9752347993579513	0.9752347993579513
Not really, I'm kind of afraid of them.	[' animals no ']	[' animals no ', ' fear no ']	0.9999999933910019	0.7688303452540874	0.8693093095201062
Not really. I don't follow sports much. Sorry.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really, I find a lot of new pop songs to be kind of repetitive and boring.	[' music no ', ' pop music no ']	[' music no ']	0.9378830751927097	0.9999999965634914	0.9679459877006021
Oh man, their Pad Thai is amazing! You have to try it.	[' food yes ', ' Thai food dish yes ', ' Pad Thai yes ']	[' food yes ', ' dish yes ', ' Pad Thai yes ']	0.9323399958410598	0.9323399958410598	0.9323399958410598
Sorry, I can't. I'm going to be swamped with work. Maybe some other time.	[' socializing no ']	[' weekend no ']	0.5292061372682346	0.5292061372682346	0.5292061372682346
Not really, I don't find them that entertaining.	[' gaming no ']	[' TV shows no ']	0.424771655649439	0.424771655649439	0.424771655649439
I enjoy hiking and exploring the outdoors.	[' Hobbies yes ', ' Hiking yes ']	[' outdoor activities yes ', ' hiking yes ']	0.777557847959798	0.777557847959798	0.777557847959798
No, not really.	[' weekend no ']	[' TV shows no ']	0.45858493091356833	0.45858493091356833	0.45858493091356833
No, I actually don't watch sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
No, I don't really care about that show.	[' TV shows"   Game of Thrones no ']	[' TV show no ', ' documentary no ']	0.6784097381597572	0.5105148692750234	0.5826076045962064
I'm really into Italian cuisine.	[' food yes ', ' Italian cuisine yes ']	[' food yes ', ' cuisine yes ', ' Italian yes ']	0.9177300818803258	0.8851738251865112	0.9011580083470558
Yes, I've been watching Stranger Things on Netflix. It's really good.	[' TV shows yes ', ' favorite show yes ', ' Stranger Things yes ']	[' TV shows yes ', ' Stranger Things yes ']	0.8831080013229533	0.9999999872562024	0.9379260195642068
I saw The Weeknd. He's one of my favorite artists.	[' music yes ', ' singer yes ', ' The Weeknd yes ']	[' music yes ', ' artist yes ', ' The Weeknd yes ']	0.8929686142044574	0.8929686142044574	0.8929686142044574
Yes, I really enjoyed Knives Out.	[' movies yes ', ' movie title yes ', ' Knives Out yes ']	[' movies yes ', ' movie title yes ', ' Knives Out yes ']	0.999999987373538	0.999999987373538	0.999999987373538
Yeah, that's a good idea. What do you like to do for fun on the weekends?	[' weekend plans yes ']	[' weekend yes ', ' hobbies yes ']	0.8302416846811964	0.6212682237734026	0.7107120299215758
Yeah, I love traveling!	[' travel yes ']	[' travel yes ']	0.9999999753587387	0.9999999753587387	0.9999999753587387
Not really. I don't have much free time these days.	[' hobby no ']	[' hobbies no ']	0.8037982415639685	0.8037982415639685	0.8037982415639685
I usually go for a walk or read a book.	[' relaxation yes ', ' activity yes ', ' reading yes ']	[' hobby yes ', ' activity yes ']	0.7056254494205612	0.754170044165124	0.7290905865812689
Her name is Luna. She's a German Shepherd.	[' animals yes ', ' German Shepherd yes ']	[' pets yes ', ' German Shepherd yes ']	0.912089345158637	0.912089345158637	0.912089345158637
No, I'm not that interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really, just going to relax at home.	[' plans no ']	[' weekend no ']	0.5704749025231629	0.5704749025231629	0.5704749025231629
If you're interested in business, I recently read "Shoe Dog" by Phil Knight. It's about how he started Nike.	[' books yes ', ' business books yes ', ' Shoe Dog yes ']	[' books yes ', ' business books yes ', ' Shoe Dog yes ']	0.9999999901986465	0.9999999901986465	0.9999999901986465
That sounds great. Do you have a favorite snowboarding spot?	[' activity yes ', ' snowboarding spot unknown ']	[' sports yes ', ' snowboarding spot unknown ']	0.7407526652847082	0.7407526652847082	0.7407526652847082
Not really, I prefer music.	[' music yes ']	[' music yes ']	0.9999999818472232	0.9999999818472232	0.9999999818472232
Not much, just trying to stay healthy and fit. I've been exercising a lot lately.	[' fitness yes ']	[' fitness yes ']	0.9999999924935621	0.9999999924935621	0.9999999924935621
Hi, I'm okay.	[' weather no ']	[' greeting yes ']	0.24007639614526877	0.24007639614526877	0.24007639614526877
Not really. I think I should be getting back to work now, sorry.	[' miscellaneous no ']	[' work no ']	0.5246406731164583	0.5246406731164583	0.5246406731164583
I love playing football.	[' hobbies yes ', ' football yes ']	[' sports yes ', ' football yes ']	0.7782833131402156	0.8866443075533144	0.8289374993635571
Mostly just crime documentaries.	[' TV no ', ' crime documentaries no ']	[' TV no ', ' documentaries no ']	0.9174674336557609	0.9174674336557609	0.9174674336557609
Never heard of it. Is it any good?	[' TV yes ', ' show unknown ', ' Bridgerton unknown ']	[' TV show yes ', ' TV show name unknown ']	0.7717034964348722	0.846603869318048	0.8074203700408517
Yeah, it was a great match!	[' sports yes ']	[' sports yes ', ' basketball yes ']	0.999999998908772	0.8646142375919743	0.9273920789868827
No, just hung out at home.	[' weekend yes ']	[' weekend no ']	0.7279741873313367	0.7279741873313367	0.7279741873313366
It was good. I went to the beach with my family.	[' weekend yes ', ' family yes ']	[' weekend yes ', ' beach yes ']	0.7681047685492847	0.7699177586249526	0.769010195028968
I usually just watch TV.	[' hobbies no ']	[' TV no ']	0.4648192371830877	0.4648192371830877	0.4648192371830877
Yeah, it was good to see you too. Talk to you later!	[' goodbye unknown ']	[' goodbye yes ']	0.7191150082914878	0.7191150082914878	0.7191150082914878
Well, I love reading books. How about you?	[' hobbies yes ', ' reading yes ']	[' books yes ']	0.6358420394512846	0.701615360319785	0.6671114036117203
No, I'm not really into reading either.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
Sure, that sounds good.	[' food yes ', ' sushi yes ']	[' TV show yes ']	0.4602477339457788	0.4676322768103821	0.46391062039689374
Yeah, I get that. How about sports? Do you follow any teams?	[' sports no ', ' team following no ']	[' sports no ']	0.763438097955351	0.9999999819397033	0.8658518752332558
No, I'm allergic to animals.	[' pets no ']	[' pets no ']	0.999999977518144	0.999999977518144	0.999999977518144
Not really, I don't find movies that interesting.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
Yeah, I love reading! I'm currently reading a mystery novel.	[' reading yes ', ' book yes ', ' mystery novel yes ']	[' books yes ', ' mystery novel yes ']	0.8538475680904888	0.9299636719758406	0.8902816642186273
Not really. I am more of a couch potato.	[' sports yes   no ']	[' sports no ']	0.9044138158029943	0.9044138158029943	0.9044138158029943
No, I hate working out. It always feels like such a chore.	[' exercise no ']	[' exercise no ']	0.9999999824526764	0.9999999824526764	0.9999999824526764
No, unfortunately, I don't have any trips planned right now.	[' travel no ', ' upcoming trips no ']	[' travel no ']	0.8514203461242025	0.9999999872250708	0.9197482818038665
Yeah, I'm currently watching Game of Thrones.	[' TV show yes ', ' Game of Thrones yes ']	[' TV show yes ', ' Game of Thrones yes ']	0.999999991440024	0.999999991440024	0.999999991440024
Yeah, I used to play soccer in high school.	[' sports yes ', ' soccer yes ']	[' sports yes ', ' soccer yes ']	0.9999999931391392	0.9999999931391392	0.9999999931391392
Oh no, that's terrible. I don't really want to talk about it.	[' news yes ', ' explosion no ']	[' news no ']	0.6040369071407266	0.7569949857439429	0.6719209333745659
Actually, I don't really follow sports that much either.	[' sports no ', ' favorite team no ']	[' sports no ']	0.7660513904372797	0.9999999819397033	0.8675301167158145
Not really, I prefer to just relax and watch TV.	[' fitness no ']	[' TV no ']	0.43824319629022135	0.43824319629022135	0.43824319629022135
Sure, if you like fantasy, you should check out "The Name of the Wind" by Patrick Rothfuss. It's amazing.	[' hobbies yes ', ' book recommendation yes ', ' The Name of the Wind yes ']	[' books yes ', ' fantasy yes ', ' The Name of the Wind yes ']	0.7453431262480711	0.729664735378965	0.7374206051761979
Not really, I've been cutting back on eating out.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
Not yet, but I'd love to.	[' food yes ', ' sushi yes ', ' Main Street sushi place yes ']	[' TV show yes ']	0.44623043376179244	0.4676322768103821	0.4566807493249415
Not really. I have been busy with work.	[' books no ']	[' TV shows no ']	0.47372414973035326	0.47372414973035326	0.47372414973035326
Yes, I just finished "The Martian" by Andy Weir. It was amazing.	[' books yes ', ' The Martian yes ']	[' books yes ', ' The Martian yes ']	0.9999999792516523	0.9999999792516523	0.9999999792516523
Ugh, please no. I'd rather talk about anything else than politics.	[' politics no ', ' election no ']	[' politics no ']	0.8309432543275597	0.9999999938242636	0.9076668542672063
I'm a big fan of true crime podcasts. I love learning about serial killers and unsolved mysteries.	[' podcasts yes ', ' true crime yes ']	[' podcasts yes ', ' true crime yes ']	0.9999999857533568	0.9999999857533568	0.9999999857533568
I just finished watching Breaking Bad for the first time, and it was amazing. Have you seen that one?	[' TV shows yes ', ' Breaking Bad yes ']	[' TV shows yes ', ' Breaking Bad yes ']	0.9999999853409136	0.9999999853409136	0.9999999853409136
Not really. It seems like there haven't been any good movies out lately.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Justin Bieber.	[' music yes ', ' pop music yes ', ' Justin Bieber yes ']	[' music yes ', ' favorite artist yes ', ' Justin Bieber yes ']	0.9601706014871564	0.8727351638764116	0.9143674083779084
No, I can't stand them.	[' TV shows no ']	[' TV shows no ', ' horror no ']	0.9999999937532956	0.7392772897769184	0.8500970974085965
You too!	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Not really, I've been rewatching old episodes of Friends.	[' TV show no ', ' Friends yes ']	[' TV shows yes ', ' Friends yes ']	0.918157335866411	0.918157335866411	0.918157335866411
No, I haven't yet.	[' TV show yes ', ' Black Mirror no ']	[' TV show no ']	0.6671543063003306	0.8846256632044444	0.7606514225840636
Yeah, I like playing video games in my free time.	[' hobby yes ', ' video games yes ']	[' video games yes ']	0.7013120262584284	0.999999982349641	0.8244366821977571
No, I don't. I just appreciate the artistry that goes into making music.	[' music yes ']	[' music yes ']	0.9999999818472232	0.9999999818472232	0.9999999818472232
To be honest, not really. What about you?	[' sports no ']	[' hobbies no ']	0.5484862413208091	0.5484862413208091	0.5484862413208091
